"Country","Code","Continent.region","Year","Population","Total.Death.Rate","Average.death.rate","Factor","Death_rate","normalised death rate"
"Puerto Rico","PRI","North America",2019,3193694,28480,63.4688,"Diet low in fruits",321,0.00083707539937102
"Puerto Rico","PRI","North America",2019,3193694,28480,63.4688,"Diet low in nuts and seeds",42,0.000109523884029853
"Puerto Rico","PRI","North America",2019,3193694,28480,63.4688,"Diet low in vegetables",494,0.00128820949311303
"Qatar","QAT","Asia",2019,2807235,4788,9.5111,"Diet low in whole grains",222,0.000578911958443509
"Qatar","QAT","Asia",2019,2807235,4788,9.5111,"Diet low in fruits",14,3.65079613432844e-05
"Qatar","QAT","Asia",2019,2807235,4788,9.5111,"Diet low in nuts and seeds",28,7.30159226865687e-05
"Qatar","QAT","Asia",2019,2807235,4788,9.5111,"Diet low in vegetables",3,7.82313457356093e-06
"Romania","ROU","Europe",2019,19371648,324945,127.6505,"Diet low in whole grains",12934,0.0337281408581457
"Romania","ROU","Europe",2019,19371648,324945,127.6505,"Diet low in fruits",5119,0.0133488752940195
"Romania","ROU","Europe",2019,19371648,324945,127.6505,"Diet low in nuts and seeds",6337,0.0165250679308852
"Romania","ROU","Europe",2019,19371648,324945,127.6505,"Diet low in vegetables",338,0.000881406495287865
"Rwanda","RWA","Africa",2019,12835028,51184,14.5695,"Diet low in whole grains",865,0.00225567046871007
"Rwanda","RWA","Africa",2019,12835028,51184,14.5695,"Diet low in fruits",28,7.30159226865687e-05
"Rwanda","RWA","Africa",2019,12835028,51184,14.5695,"Diet low in nuts and seeds",232,0.000604989073688712
"Rwanda","RWA","Africa",2019,12835028,51184,14.5695,"Diet low in vegetables",745,0.00194274508576763
"Samoa","WSM","Oceania",2019,211905,1861,72.2022,"Diet low in whole grains",70,0.000182539806716422
"Samoa","WSM","Oceania",2019,211905,1861,72.2022,"Diet low in fruits",39,0.000101700749456292
"Samoa","WSM","Oceania",2019,211905,1861,72.2022,"Diet low in nuts and seeds",1,2.60771152452031e-06
"Samoa","WSM","Oceania",2019,211905,1861,72.2022,"Diet low in vegetables",43,0.000112131595554373
"San Marino","SMR","Europe",2019,34178,215,46.8137,"Diet low in whole grains",10,2.60771152452031e-05
"San Marino","SMR","Europe",2019,34178,215,46.8137,"Diet low in fruits",3,7.82313457356093e-06
"San Marino","SMR","Europe",2019,34178,215,46.8137,"Diet low in nuts and seeds",1,2.60771152452031e-06
"San Marino","SMR","Europe",2019,34178,215,46.8137,"Diet low in vegetables",2,5.21542304904062e-06
"Sao Tome and Principe","STP","Africa",2019,214599,883,25.1632,"Diet low in whole grains",28,7.30159226865687e-05
"Sao Tome and Principe","STP","Africa",2019,214599,883,25.1632,"Diet low in fruits",7,1.82539806716422e-05
"Sao Tome and Principe","STP","Africa",2019,214599,883,25.1632,"Diet low in nuts and seeds",1,2.60771152452031e-06
"Sao Tome and Principe","STP","Africa",2019,214599,883,25.1632,"Diet low in vegetables",18,4.69388074413656e-05
"Saudi Arabia","SAU","Asia",2019,35827362,154143,38.5571,"Diet low in whole grains",7131,0.0185955908813543
"Saudi Arabia","SAU","Asia",2019,35827362,154143,38.5571,"Diet low in fruits",2314,0.00603424446774
"Saudi Arabia","SAU","Asia",2019,35827362,154143,38.5571,"Diet low in nuts and seeds",2546,0.00663923354142871
"Saudi Arabia","SAU","Asia",2019,35827362,154143,38.5571,"Diet low in vegetables",1823,0.00475385810920053
"Senegal","SEN","Africa",2019,16000781,67119,23.1614,"Diet low in whole grains",1366,0.00356213394249475
"Senegal","SEN","Africa",2019,16000781,67119,23.1614,"Diet low in fruits",1435,0.00374206603768665
"Senegal","SEN","Africa",2019,16000781,67119,23.1614,"Diet low in nuts and seeds",54,0.000140816422324097
"Senegal","SEN","Africa",2019,16000781,67119,23.1614,"Diet low in vegetables",851,0.00221916250736679
"Serbia","SRB","Europe",2019,6945235,168706,158.8283,"Diet low in whole grains",6362,0.0165902607189982
"Serbia","SRB","Europe",2019,6945235,168706,158.8283,"Diet low in fruits",1458,0.00380204340275061
"Serbia","SRB","Europe",2019,6945235,168706,158.8283,"Diet low in nuts and seeds",1786,0.00465737278279328
"Serbia","SRB","Europe",2019,6945235,168706,158.8283,"Diet low in vegetables",1425,0.00371598892244144
"Seychelles","SYC","Africa",2019,97625,740,48.1434,"Diet low in whole grains",20,5.21542304904062e-05
"Seychelles","SYC","Africa",2019,97625,740,48.1434,"Diet low in fruits",11,2.86848267697234e-05
"Seychelles","SYC","Africa",2019,97625,740,48.1434,"Diet low in nuts and seeds",3,7.82313457356093e-06
"Seychelles","SYC","Africa",2019,97625,740,48.1434,"Diet low in vegetables",13,3.3900249818764e-05
"Sierra Leone","SLE","Africa",2019,8046828,41403,24.432,"Diet low in whole grains",678,0.00176802841362477
"Sierra Leone","SLE","Africa",2019,8046828,41403,24.432,"Diet low in fruits",715,0.00186451374003202
"Sierra Leone","SLE","Africa",2019,8046828,41403,24.432,"Diet low in nuts and seeds",15,3.91156728678047e-05
"Sierra Leone","SLE","Africa",2019,8046828,41403,24.432,"Diet low in vegetables",558,0.00145510303068233
"Singapore","SGP","Asia",2019,5703569,16423,20.2505,"Diet low in whole grains",674,0.00175759756752669
"Singapore","SGP","Asia",2019,5703569,16423,20.2505,"Diet low in fruits",180,0.000469388074413656
"Singapore","SGP","Asia",2019,5703569,16423,20.2505,"Diet low in nuts and seeds",188,0.000490249766609819
"Singapore","SGP","Asia",2019,5703569,16423,20.2505,"Diet low in vegetables",113,0.000294671402270795
"Slovenia","SVN","Europe",2019,2088385,18849,53.8694,"Diet low in whole grains",624,0.00162721199130067
"Slovenia","SVN","Europe",2019,2088385,18849,53.8694,"Diet low in fruits",174,0.000453741805266534
"Slovenia","SVN","Europe",2019,2088385,18849,53.8694,"Diet low in nuts and seeds",151,0.000393764440202567
"Slovenia","SVN","Europe",2019,2088385,18849,53.8694,"Diet low in vegetables",176,0.000458957228315575
"Solomon Islands","SLB","Oceania",2019,674993,8419,116.5938,"Diet low in whole grains",284,0.000740590072963768
"Solomon Islands","SLB","Oceania",2019,674993,8419,116.5938,"Diet low in fruits",209,0.000545011708624745
"Solomon Islands","SLB","Oceania",2019,674993,8419,116.5938,"Diet low in nuts and seeds",62,0.000161678114520259
"Solomon Islands","SLB","Oceania",2019,674993,8419,116.5938,"Diet low in vegetables",232,0.000604989073688712
"Somalia","SOM","Africa",2019,15981300,109541,31.5431,"Diet low in whole grains",1497,0.00390374415220691
"Somalia","SOM","Africa",2019,15981300,109541,31.5431,"Diet low in fruits",1933,0.00504070637689776
"Somalia","SOM","Africa",2019,15981300,109541,31.5431,"Diet low in nuts and seeds",115,0.000299886825319836
"Somalia","SOM","Africa",2019,15981300,109541,31.5431,"Diet low in vegetables",1496,0.00390113644068239
"South Africa","ZAF","Africa",2019,58087055,346018,36.6536,"Diet low in whole grains",5243,0.01367223152306
"South Africa","ZAF","Africa",2019,58087055,346018,36.6536,"Diet low in fruits",8375,0.0218395840178576
"South Africa","ZAF","Africa",2019,58087055,346018,36.6536,"Diet low in nuts and seeds",3773,0.00983889558201514
"South Africa","ZAF","Africa",2019,58087055,346018,36.6536,"Diet low in vegetables",3900,0.0101700749456292
"South Sudan","SSD","Africa",2019,10447666,39825,13.2374,"Diet low in whole grains",494,0.00128820949311303
"South Sudan","SSD","Africa",2019,10447666,39825,13.2374,"Diet low in fruits",391,0.00101961520608744
"South Sudan","SSD","Africa",2019,10447666,39825,13.2374,"Diet low in nuts and seeds",50,0.000130385576226016
"South Sudan","SSD","Africa",2019,10447666,39825,13.2374,"Diet low in vegetables",448,0.0011682547629851
"Spain","ESP","Europe",2019,47134837,319980,40.2738,"Diet low in whole grains",12753,0.0332561450722075
"Spain","ESP","Europe",2019,47134837,319980,40.2738,"Diet low in fruits",2332,0.00608118327518137
"Spain","ESP","Europe",2019,47134837,319980,40.2738,"Diet low in nuts and seeds",1756,0.00457914143705767
"Spain","ESP","Europe",2019,47134837,319980,40.2738,"Diet low in vegetables",2142,0.00558571808552251
"Sri Lanka","LKA","Asia",2019,21803000,147936,48.4108,"Diet low in whole grains",4224,0.0110149734795738
"Sri Lanka","LKA","Asia",2019,21803000,147936,48.4108,"Diet low in fruits",3857,0.0100579433500748
"Sri Lanka","LKA","Asia",2019,21803000,147936,48.4108,"Diet low in nuts and seeds",121,0.000315533094466958
"Sri Lanka","LKA","Asia",2019,21803000,147936,48.4108,"Diet low in vegetables",2353,0.00613594521719629
"Sudan","SDN","Africa",2019,43232093,220694,51.1749,"Diet low in whole grains",11581,0.0301999071654697
"Sudan","SDN","Africa",2019,43232093,220694,51.1749,"Diet low in fruits",3394,0.00885057291422194
"Sudan","SDN","Africa",2019,43232093,220694,51.1749,"Diet low in nuts and seeds",4042,0.0105403699821111
"Sudan","SDN","Africa",2019,43232093,220694,51.1749,"Diet low in vegetables",3107,0.00810215970668461
"Suriname","SUR","South America",2019,600301,4240,46.8099,"Diet low in whole grains",126,0.000328571652089559
"Suriname","SUR","South America",2019,600301,4240,46.8099,"Diet low in fruits",74,0.000192970652814503
"Suriname","SUR","South America",2019,600301,4240,46.8099,"Diet low in nuts and seeds",6,1.56462691471219e-05
"Suriname","SUR","South America",2019,600301,4240,46.8099,"Diet low in vegetables",75,0.000195578364339023
"Sweden","SWE","Europe",2019,10278887,73216,69.92,"Diet low in whole grains",4105,0.0107046558081559
"Sweden","SWE","Europe",2019,10278887,73216,69.92,"Diet low in fruits",1225,0.00319444661753738
"Sweden","SWE","Europe",2019,10278887,73216,69.92,"Diet low in nuts and seeds",702,0.00183061349021326
"Sweden","SWE","Europe",2019,10278887,73216,69.92,"Diet low in vegetables",1155,0.00301190681082096
"Switzerland","CHE","Europe",2019,8575280,53783,52.5114,"Diet low in whole grains",2680,0.00698866688571444
"Switzerland","CHE","Europe",2019,8575280,53783,52.5114,"Diet low in fruits",795,0.00207313066199365
"Switzerland","CHE","Europe",2019,8575280,53783,52.5114,"Diet low in nuts and seeds",313,0.000816213707174858
"Switzerland","CHE","Europe",2019,8575280,53783,52.5114,"Diet low in vegetables",715,0.00186451374003202
"Tajikistan","TJK","Asia",2019,9337003,58568,74.0602,"Diet low in whole grains",3512,0.00915828287411533
"Tajikistan","TJK","Asia",2019,9337003,58568,74.0602,"Diet low in fruits",1568,0.00408889167044785
"Tajikistan","TJK","Asia",2019,9337003,58568,74.0602,"Diet low in nuts and seeds",1605,0.0041853769968551
"Tajikistan","TJK","Asia",2019,9337003,58568,74.0602,"Diet low in vegetables",230,0.000599773650639672
"Tanzania","TZA","Africa",2019,59872579,243035,15.204,"Diet low in whole grains",2933,0.00764841790141807
"Tanzania","TZA","Africa",2019,59872579,243035,15.204,"Diet low in fruits",2949,0.0076901412858104
"Tanzania","TZA","Africa",2019,59872579,243035,15.204,"Diet low in nuts and seeds",77,0.000200793787388064
"Tanzania","TZA","Africa",2019,59872579,243035,15.204,"Diet low in vegetables",3144,0.00819864503309186
"Thailand","THA","Asia",2019,71307763,430315,26.6535,"Diet low in whole grains",8064,0.0210285857337318
"Thailand","THA","Asia",2019,71307763,430315,26.6535,"Diet low in fruits",4329,0.0112887831896484
"Thailand","THA","Asia",2019,71307763,430315,26.6535,"Diet low in nuts and seeds",146,0.000380725882579965
"Thailand","THA","Asia",2019,71307763,430315,26.6535,"Diet low in vegetables",6467,0.0168640704290729
"Togo","TGO","Africa",2019,8243094,37193,27.2228,"Diet low in whole grains",699,0.0018227903556397
"Togo","TGO","Africa",2019,8243094,37193,27.2228,"Diet low in fruits",896,0.0023365095259702
"Togo","TGO","Africa",2019,8243094,37193,27.2228,"Diet low in nuts and seeds",19,4.95465189658859e-05
"Togo","TGO","Africa",2019,8243094,37193,27.2228,"Diet low in vegetables",630,0.0016428582604478
"Tonga","TON","Oceania",2019,104951,735,52.4054,"Diet low in whole grains",24,6.25850765884875e-05
"Tonga","TON","Oceania",2019,104951,735,52.4054,"Diet low in fruits",16,4.1723384392325e-05
"Tonga","TON","Oceania",2019,104951,735,52.4054,"Diet low in nuts and seeds",2,5.21542304904062e-06
"Tonga","TON","Oceania",2019,104951,735,52.4054,"Diet low in vegetables",13,3.3900249818764e-05
"Trinidad and Tobago","TTO","North America",2019,1519955,14279,75.5286,"Diet low in whole grains",586,0.0015281189533689
"Trinidad and Tobago","TTO","North America",2019,1519955,14279,75.5286,"Diet low in fruits",323,0.000842290822420061
"Trinidad and Tobago","TTO","North America",2019,1519955,14279,75.5286,"Diet low in nuts and seeds",19,4.95465189658859e-05
"Trinidad and Tobago","TTO","North America",2019,1519955,14279,75.5286,"Diet low in vegetables",220,0.000573696535394469
"Tunisia","TUN","Africa",2019,12049314,85516,56.7916,"Diet low in whole grains",5281,0.0137713245609918
"Tunisia","TUN","Africa",2019,12049314,85516,56.7916,"Diet low in fruits",795,0.00207313066199365
"Tunisia","TUN","Africa",2019,12049314,85516,56.7916,"Diet low in nuts and seeds",428,0.00111610053249469
"Tunisia","TUN","Africa",2019,12049314,85516,56.7916,"Diet low in vegetables",339,0.000884014206812386
"Turkmenistan","TKM","Asia",2019,6158420,46117,89.8445,"Diet low in whole grains",3032,0.00790658134234558
"Turkmenistan","TKM","Asia",2019,6158420,46117,89.8445,"Diet low in fruits",748,0.00195056822034119
"Turkmenistan","TKM","Asia",2019,6158420,46117,89.8445,"Diet low in nuts and seeds",1695,0.00442007103406193
"Turkmenistan","TKM","Asia",2019,6158420,46117,89.8445,"Diet low in vegetables",58,0.000151247268422178
"Tuvalu","TUV","Oceania",2019,10956,124,109.529,"Diet low in whole grains",5,1.30385576226016e-05
"Tuvalu","TUV","Oceania",2019,10956,124,109.529,"Diet low in fruits",4,1.04308460980812e-05
"Tuvalu","TUV","Oceania",2019,10956,124,109.529,"Diet low in nuts and seeds",0,0
"Tuvalu","TUV","Oceania",2019,10956,124,109.529,"Diet low in vegetables",3,7.82313457356093e-06
"Uganda","UGA","Africa",2019,42949080,136163,10.3332,"Diet low in whole grains",1877,0.00489467453152462
"Uganda","UGA","Africa",2019,42949080,136163,10.3332,"Diet low in fruits",523,0.00136383312732412
"Uganda","UGA","Africa",2019,42949080,136163,10.3332,"Diet low in nuts and seeds",68,0.000177324383667381
"Uganda","UGA","Africa",2019,42949080,136163,10.3332,"Diet low in vegetables",1970,0.00513719170330501
"Ukraine","UKR","Europe",2019,44386203,856572,288.646,"Diet low in whole grains",66765,0.174103859934599
"Ukraine","UKR","Europe",2019,44386203,856572,288.646,"Diet low in fruits",25488,0.0664653513369737
"Ukraine","UKR","Europe",2019,44386203,856572,288.646,"Diet low in nuts and seeds",29883,0.0779262434872405
"Ukraine","UKR","Europe",2019,44386203,856572,288.646,"Diet low in vegetables",5983,0.015601938051205
"United Arab Emirates","ARE","Asia",2019,9211657,34788,22.9275,"Diet low in whole grains",1470,0.00383333594104486
"United Arab Emirates","ARE","Asia",2019,9211657,34788,22.9275,"Diet low in fruits",323,0.000842290822420061
"United Arab Emirates","ARE","Asia",2019,9211657,34788,22.9275,"Diet low in nuts and seeds",26,6.78004996375281e-05
"United Arab Emirates","ARE","Asia",2019,9211657,34788,22.9275,"Diet low in vegetables",293,0.000764059476684451
"United Kingdom","GBR","Europe",2019,66836327,481831,71.8053,"Diet low in whole grains",20849,0.054368177574724
"United Kingdom","GBR","Europe",2019,66836327,481831,71.8053,"Diet low in fruits",10067,0.026251831917346
"United Kingdom","GBR","Europe",2019,66836327,481831,71.8053,"Diet low in nuts and seeds",11140,0.0290499063831563
"United Kingdom","GBR","Europe",2019,66836327,481831,71.8053,"Diet low in vegetables",5936,0.0154793756095526
"United States","USA","North America",2019,328329953,2549358,55.2569,"Diet low in whole grains",102247,0.266630680247628
"United States","USA","North America",2019,328329953,2549358,55.2569,"Diet low in fruits",40172,0.10475698736303
"United States","USA","North America",2019,328329953,2549358,55.2569,"Diet low in nuts and seeds",11029,0.0287604504039345
"United States","USA","North America",2019,328329953,2549358,55.2569,"Diet low in vegetables",27977,0.0729559453215047
"Uruguay","URY","South America",2019,3428409,25129,69.6241,"Diet low in whole grains",1183,0.00308492273350753
"Uruguay","URY","South America",2019,3428409,25129,69.6241,"Diet low in fruits",396,0.00103265376371004
"Uruguay","URY","South America",2019,3428409,25129,69.6241,"Diet low in nuts and seeds",401,0.00104569232133264
"Uruguay","URY","South America",2019,3428409,25129,69.6241,"Diet low in vegetables",407,0.00106133859047977
"Uzbekistan","UZB","Asia",2019,33580350,290223,105.6124,"Diet low in whole grains",20155,0.0525584257767069
"Uzbekistan","UZB","Asia",2019,33580350,290223,105.6124,"Diet low in fruits",5139,0.0134010295245099
"Uzbekistan","UZB","Asia",2019,33580350,290223,105.6124,"Diet low in nuts and seeds",9943,0.0259284756883055
"Uzbekistan","UZB","Asia",2019,33580350,290223,105.6124,"Diet low in vegetables",228,0.000594558227590631
"Vanuatu","VUT","Oceania",2019,304404,2975,75.886,"Diet low in whole grains",103,0.000268594287025592
"Vanuatu","VUT","Oceania",2019,304404,2975,75.886,"Diet low in fruits",53,0.000138208710799576
"Vanuatu","VUT","Oceania",2019,304404,2975,75.886,"Diet low in nuts and seeds",9,2.34694037206828e-05
"Vanuatu","VUT","Oceania",2019,304404,2975,75.886,"Diet low in vegetables",66,0.000172108960618341
"Vietnam","VNM","Asia",2019,95776716,706638,35.4397,"Diet low in whole grains",11915,0.0310708828146595
"Vietnam","VNM","Asia",2019,95776716,706638,35.4397,"Diet low in fruits",15136,0.0394703216351394
"Vietnam","VNM","Asia",2019,95776716,706638,35.4397,"Diet low in nuts and seeds",769,0.00200533016235612
"Vietnam","VNM","Asia",2019,95776716,706638,35.4397,"Diet low in vegetables",6123,0.0159670176646379
"Zambia","ZMB","Africa",2019,18380477,72280,22.8558,"Diet low in whole grains",873,0.00227653216090623
"Zambia","ZMB","Africa",2019,18380477,72280,22.8558,"Diet low in fruits",2056,0.00536145489441376
"Zambia","ZMB","Africa",2019,18380477,72280,22.8558,"Diet low in nuts and seeds",71,0.000185147518240942
"Zambia","ZMB","Africa",2019,18380477,72280,22.8558,"Diet low in vegetables",1201,0.00313186154094889
"Zimbabwe","ZWE","Africa",2019,15354608,81732,33.0389,"Diet low in whole grains",1475,0.00384637449866746
"Zimbabwe","ZWE","Africa",2019,15354608,81732,33.0389,"Diet low in fruits",1960,0.00511111458805981
"Zimbabwe","ZWE","Africa",2019,15354608,81732,33.0389,"Diet low in nuts and seeds",256,0.0006675741502772
"Zimbabwe","ZWE","Africa",2019,15354608,81732,33.0389,"Diet low in vegetables",1382,0.00360385732688707
